20250102, afternoon
Provider,Num,Log_File,Mean_Duration_ms,CI_Lower_ms,CI_Upper_ms,Num_Runs
AWS,1000000,log-num-1000000-2025-01-02_14-09-26.log,630.3063973063973,625.0473395657526,635.5654550470421,1485
AWS,1050000,log-num-1050000-2025-01-02_14-59-30.log,677.0756865371735,672.7796631957481,681.371709878599,1493
AWS,1102500,log-num-1102500-2025-01-02_15-49-58.log,707.543143812709,703.2574440398723,711.8288435855457,1495
AWS,1157625,log-num-1157625-2025-01-02_16-40-49.log,783.4346076458753,779.0065484225267,787.8626668692239,1491

20250102, evening
Provider,Num,Log_File,Mean_Duration_ms,CI_Lower_ms,CI_Upper_ms,Num_Runs
AWS,1000000,log-num-1000000-2025-01-02_18-26-43.log,629.8458061275741,625.7650209476697,633.9265913074785,1991
AWS,1050000,log-num-1050000-2025-01-02_19-33-55.log,637.7921489682939,633.696423939733,641.8878739968548,1987
AWS,1102500,log-num-1102500-2025-01-02_20-41-26.log,708.4193384223919,704.3852626678263,712.4534141769575,1965
AWS,1157625,log-num-1157625-2025-01-02_21-50-43.log,776.8904040404041,773.0817956580066,780.6990124228015,1980

20250102, morning
Provider,Num,Log_File,Mean_Duration_ms,CI_Lower_ms,CI_Upper_ms,Num_Runs
AWS,1000000,log-num-1000000-2025-01-02_11-51-52.log,632.9728643216081,627.2519847535068,638.6937438897094,995
AWS,1050000,log-num-1050000-2025-01-02_12-25-13.log,664.1116700201208,658.742985528953,669.4803545112885,994
AWS,1102500,log-num-1102500-2025-01-02_12-59-48.log,745.5585585585585,739.9846825735352,751.1324345435818,999
AWS,1157625,log-num-1157625-2025-01-02_13-34-01.log,788.4479271991911,782.2294750112308,794.6663793871514,989

20250103, afternoon
Provider,Num,Log_File,Mean_Duration_ms,CI_Lower_ms,CI_Upper_ms,Num_Runs
AWS,1000000,log-num-1000000-2025-01-03_11-23-45.log,628.3100524828421,624.9031780274555,631.7169269382288,2477
AWS,1050000,log-num-1050000-2025-01-03_12-58-39.log,689.092555331992,685.621402186564,692.56370847742,2485
AWS,1102500,log-num-1102500-2025-01-03_14-35-20.log,723.8528347406514,720.28945069831,727.4162187829927,2487
AWS,1157625,log-num-1157625-2025-01-03_16-13-02.log,778.8890675241157,775.5335730568778,782.2445619913536,2488

