20250104, evening1
Provider,Num,Log_File,Mean_Duration_ms,CI_Lower_ms,CI_Upper_ms,Num_Runs
GCP,500000,log-num-500000-2025-01-04_18-49-40.log.log,287.1501014198783,279.3067030527137,294.9934997870429,1479
GCP,1000000,log-num-1000000-2025-01-04_18-53-04.log.log,633.0441176470588,614.4574691926243,651.6307661014932,1496
GCP,1050000,log-num-1050000-2025-01-04_19-09-47.log.log,615.5434491978609,606.6293629064976,624.4575354892243,1496
GCP,1102500,log-num-1102500-2025-01-04_19-26-31.log.log,636.4054776219104,626.7384003696651,646.0725548741558,1497
GCP,1157625,log-num-1157625-2025-01-04_19-44-55.log.log,707.6040133779264,694.2652346791946,720.9427920766583,1495

20250104, evening2
Provider,Num,Log_File,Mean_Duration_ms,CI_Lower_ms,CI_Upper_ms,Num_Runs
GCP,500000,log-num-500000-2025-01-04_20-09-43.log.log,298.6531713900135,286.0549107060522,311.25143207397474,1482
GCP,1000000,log-num-1000000-2025-01-04_20-13-06.log.log,608.6545698924731,597.5620722248972,619.747067560049,1488
GCP,1050000,log-num-1050000-2025-01-04_20-29-50.log.log,552.3484646194927,540.8354107934542,563.8615184455311,1498
GCP,1102500,log-num-1102500-2025-01-04_20-48-14.log.log,597.9697986577181,588.7000300973287,607.2395672181075,1490
GCP,1157625,log-num-1157625-2025-01-04_21-07-29.log.log,700.0592592592593,684.8513062259833,715.2672122925353,1485

20250104, evening3
Provider,Num,Log_File,Mean_Duration_ms,CI_Lower_ms,CI_Upper_ms,Num_Runs
GCP,500000,log-num-500000-2025-01-04_21-47-55.log.log,313.58021527421835,306.46592439643797,320.6945061519987,1951
GCP,1000000,log-num-1000000-2025-01-04_21-51-19.log.log,634.4609571788413,625.6296154876718,643.2922988700109,1985
GCP,1050000,log-num-1050000-2025-01-04_22-13-53.log.log,564.1326273323248,557.2165763508024,571.0486783138472,1983
GCP,1102500,log-num-1102500-2025-01-04_22-37-17.log.log,614.4959473150963,607.0229694588382,621.9689251713543,1974
GCP,1157625,log-num-1157625-2025-01-04_23-02-21.log.log,652.0030181086519,644.209147219854,659.7968889974497,1988

