20250104, evening1
Provider,Num,Log_File,Mean_Duration_ms,CI_Lower_ms,CI_Upper_ms,Num_Runs
AWS,500000,log-num-500000-2025-01-04_18-49-40.log.log,280.4293333333333,276.41569575879083,284.4429709078758,1500
AWS,1000000,log-num-1000000-2025-01-04_18-53-04.log.log,614.2213333333333,610.0828111133584,618.3598555533082,1500
AWS,1050000,log-num-1050000-2025-01-04_19-09-47.log.log,676.1268533772652,670.2461251494591,682.0075816050713,607
AWS,1102500,log-num-1102500-2025-01-04_19-26-31.log.log,708.252,704.2174109846603,712.2865890153396,1500
AWS,1157625,log-num-1157625-2025-01-04_19-44-55.log.log,755.1573333333333,751.0700652087677,759.244601457899,1500

20250104, evening2
Provider,Num,Log_File,Mean_Duration_ms,CI_Lower_ms,CI_Upper_ms,Num_Runs
AWS,500000,log-num-500000-2025-01-04_20-09-43.log.log,281.27666666666664,277.40464195522424,285.14869137810905,1500
AWS,1000000,log-num-1000000-2025-01-04_20-13-06.log.log,645.1146666666667,640.6691915881477,649.5601417451858,1500
AWS,1050000,log-num-1050000-2025-01-04_20-29-50.log.log,701.7933333333333,697.8922003184158,705.6944663482508,1500
AWS,1102500,log-num-1102500-2025-01-04_20-48-14.log.log,732.2866666666666,728.1287194012493,736.4446139320839,1500
AWS,1157625,log-num-1157625-2025-01-04_21-07-29.log.log,779.064,774.6666536668898,783.4613463331101,1500

20250104, evening3
Provider,Num,Log_File,Mean_Duration_ms,CI_Lower_ms,CI_Upper_ms,Num_Runs
AWS,500000,log-num-500000-2025-01-04_21-47-55.log.log,278.21380090497735,274.5268869672326,281.9007148427221,1768
AWS,1000000,log-num-1000000-2025-01-04_21-51-19.log.log,574.846,571.0847670794017,578.6072329205983,2000
AWS,1050000,log-num-1050000-2025-01-04_22-13-53.log.log,609.8085,606.7530272863942,612.8639727136058,2000
AWS,1102500,log-num-1102500-2025-01-04_22-37-17.log.log,629.6545,626.6953818569957,632.6136181430043,2000
AWS,1157625,log-num-1157625-2025-01-04_23-02-21.log.log,655.2785,652.3412191722987,658.2157808277013,2000

