Direct 95% Percentile CI Width,39.94101375381916
Direct 95% Percentile CI Lower Bound,-17.86743515850144
Direct 95% Percentile CI Upper Bound,22.073578595317723

Bootstrap 95% Percentile CI Width,0.30303030303030304
Bootstrap 95% Percentile CI Lower Bound,0.0
Bootstrap 95% Percentile CI Upper Bound,0.30303030303030304

Percentage Difference (%)
-31.16531165311653
-27.989821882951656
-27.70448548812665
-27.540106951871657
-27.24867724867725
-27.176781002638524
-26.229508196721312
-26.208651399491096
-26.038781163434905
-25.99009900990099
-25.945945945945947
-25.72944297082228
-25.13368983957219
-25.0
-25.0
-24.93438320209974
-24.861878453038674
-24.739583333333336
-24.581005586592177
-24.444444444444443
-24.30939226519337
-24.250681198910083
-24.15730337078652
-24.10958904109589
-24.089635854341736
-24.0
-23.961661341853034
-23.88888888888889
-23.876404494382022
-23.714285714285715
-23.607427055702917
-23.595505617977526
-23.545706371191137
-23.545706371191137
-23.52941176470588
-23.380281690140844
-23.35164835164835
-23.342175066312997
-23.140495867768596
-23.119777158774372
-23.076923076923077
-23.076923076923077
-23.015873015873016
-23.011363636363637
-22.832369942196532
-22.79202279202279
-22.727272727272727
-22.691292875989447
-22.65193370165746
-22.636103151862464
-22.57217847769029
-22.5
-22.465753424657535
-22.437673130193904
-22.408963585434176
-22.408963585434176
-22.404371584699454
-22.379603399433428
-22.35294117647059
-22.285714285714285
-22.25130890052356
-22.22222222222222
-22.193211488250654
-22.162162162162165
-22.15909090909091
-22.099447513812155
-22.070844686648503
-22.00557103064067
-21.965317919075144
-21.902017291066283
-21.808510638297875
-21.798365122615802
-21.763085399449036
-21.67630057803468
-21.666666666666668
-21.614583333333336
-21.563342318059302
-21.553884711779446
-21.487603305785125
-21.470588235294116
-21.467391304347828
-21.447721179624665
-21.428571428571427
-21.428571428571427
-21.428571428571427
-21.428571428571427
-21.391752577319586
-21.35135135135135
-21.34831460674157
-21.329639889196674
-21.329639889196674
-21.288515406162464
-21.288515406162464
-21.2707182320442
-21.25340599455041
-21.22905027932961
-21.21212121212121
-21.09826589595376
-20.99125364431487
-20.977011494252874
-20.943952802359885
-20.9366391184573
-20.91152815013405
-20.903954802259886
-20.903954802259886
-20.857142857142858
-20.82191780821918
-20.760233918128655
-20.760233918128655
-20.718232044198896
-20.708446866485016
-20.63953488372093
-20.63953488372093
-20.588235294117645
-20.54794520547945
-20.51282051282051
-20.51282051282051
-20.47872340425532
-20.46783625730994
-20.46783625730994
-20.32520325203252
-20.32085561497326
-20.308483290488432
-20.22792022792023
-20.224719101123593
-20.172910662824208
-20.108695652173914
-20.058139534883722
-20.056497175141246
-20.050125313283207
-20.0
-20.0
-19.94459833795014
-19.942196531791907
-19.891008174386922
-19.891008174386922
-19.839142091152816
-19.832402234636874
-19.82758620689655
-19.825072886297377
-19.77715877437326
-19.726027397260275
-19.642857142857142
-19.596541786743515
-19.596541786743515
-19.584569732937684
-19.5822454308094
-19.57831325301205
-19.565217391304348
-19.565217391304348
-19.55922865013774
-19.498607242339833
-19.491525423728813
-19.469026548672566
-19.411764705882355
-19.398907103825135
-19.36416184971098
-19.35483870967742
-19.327731092436977
-19.30835734870317
-19.293478260869566
-19.287833827893174
-19.28374655647383
-19.273743016759777
-19.24198250728863
-19.166666666666668
-19.154929577464788
-19.130434782608695
-19.11764705882353
-19.07514450867052
-19.03409090909091
-19.03409090909091
-19.010416666666664
-18.94150417827298
-18.904109589041095
-18.88888888888889
-18.87905604719764
-18.87323943661972
-18.852459016393443
-18.814432989690722
-18.80597014925373
-18.803418803418804
-18.766756032171582
-18.732782369146005
-18.73198847262248
-18.69918699186992
-18.69688385269122
-18.69688385269122
-18.681318681318682
-18.63013698630137
-18.6046511627907
-18.6046511627907
-18.597560975609756
-18.586387434554975
-18.559556786703602
-18.55072463768116
-18.51851851851852
-18.507462686567163
-18.435754189944134
-18.413597733711047
-18.39080459770115
-18.39080459770115
-18.39080459770115
-18.39080459770115
-18.373493975903614
-18.373493975903614
