Direct 95% Percentile CI Width,33.9832285115304
Direct 95% Percentile CI Lower Bound,-15.09433962264151
Direct 95% Percentile CI Upper Bound,18.88888888888889

Bootstrap 95% Percentile CI Width,0.8849557522123894
Bootstrap 95% Percentile CI Lower Bound,0.0
Bootstrap 95% Percentile CI Upper Bound,0.8849557522123894

Percentage Difference (%)
-63.22314049586777
-54.773869346733676
-54.08163265306123
-50.0
-49.43820224719101
-48.03921568627451
-45.45454545454545
-43.61702127659575
-43.03030303030303
-40.0
-40.0
-38.50574712643678
-35.86206896551724
-34.285714285714285
-33.81294964028777
-33.80281690140845
-32.83582089552239
-32.592592592592595
-32.38095238095238
-32.35294117647059
-32.11009174311927
-31.132075471698112
-30.82706766917293
-30.597014925373134
-29.577464788732392
-29.457364341085274
-29.457364341085274
-29.45205479452055
-29.32330827067669
-29.230769230769234
-28.68217054263566
-28.676470588235293
-27.956989247311824
-27.81456953642384
-27.77777777777778
-27.77777777777778
-27.586206896551722
-27.480916030534353
-27.131782945736433
-26.984126984126984
-26.797385620915033
-26.666666666666668
-26.61290322580645
-26.277372262773724
-26.027397260273972
-25.899280575539567
-25.806451612903224
-25.581395348837212
-25.210084033613445
-25.0
-24.576271186440678
-24.369747899159663
-24.369747899159663
-24.193548387096776
-24.166666666666668
-24.137931034482758
-24.137931034482758
-24.137931034482758
-23.728813559322035
-23.52941176470588
-23.52941176470588
-23.47826086956522
-23.275862068965516
-23.214285714285715
-23.076923076923077
-23.008849557522122
-22.950819672131146
-22.807017543859647
-22.807017543859647
-22.608695652173914
-22.608695652173914
-22.52252252252252
-22.340425531914892
-22.033898305084744
-22.033898305084744
-22.033898305084744
-22.018348623853214
-21.929824561403507
-21.830985915492956
-21.818181818181817
-21.782178217821784
-21.73913043478261
-21.73913043478261
-21.73913043478261
-21.73913043478261
-21.73913043478261
-21.73913043478261
-21.428571428571427
-21.428571428571427
-21.367521367521366
-21.323529411764707
-21.238938053097346
-21.238938053097346
-21.21212121212121
-21.1864406779661
-21.100917431192663
-21.052631578947366
-21.052631578947366
-21.052631578947366
-20.869565217391305
-20.869565217391305
-20.833333333333336
-20.72072072072072
-20.72072072072072
-20.72072072072072
-20.72072072072072
-20.72072072072072
-20.72072072072072
-20.72072072072072
-20.689655172413794
-20.689655172413794
-20.689655172413794
-20.618556701030926
-20.535714285714285
-20.535714285714285
-20.535714285714285
-20.535714285714285
-20.535714285714285
-20.535714285714285
-20.535714285714285
-20.535714285714285
-20.388349514563107
-20.353982300884958
-20.353982300884958
-20.353982300884958
-20.353982300884958
-20.353982300884958
-20.175438596491226
